Type,From date,To date,Sterling value of currency unit - £,Currency units per £1,Currency
Average,2013-03-31,2014-03-31,1.1007,0.908507,Lats
Average,2012-12-31,2013-12-31,1.2088,0.827262,Lats
Average,2012-03-31,2013-03-31,1.1673,0.856659,Lats
Average,2011-12-31,2012-12-31,1.1621,0.860487,Lats
Average,2011-03-31,2012-03-31,1.2354,0.809481,Lats
Average,2010-12-31,2011-12-31,1.2284,0.814049,Lats
Average,2010-03-31,2011-03-31,1.2021,0.8318,Lats
Average,2009-12-31,2010-12-31,1.2118,0.8252,Lats
Average,2009-03-31,2010-03-31,1.25392,0.7975,Lats
Average,2008-12-31,2009-12-31,1.26008,0.7936,Lats
Average,2008-03-31,2009-03-31,1.17925,0.848,Lats
Average,2007-12-31,2008-12-31,1.13611,0.8802,Lats
Average,2007-03-31,2008-03-31,1.014713,0.9855,Lats
Average,2006-12-31,2007-12-31,0.979832,1.0206,Lats
Average,2019-03-31,2020-03-31,1.0298,0.971062,Lats
Average,2019-12-31,2020-12-31,1.0199,0.980488,Lats
Average,2019-03-31,2020-03-31,1.0193,0.981065,Lats
Average,2019-12-31,2020-12-31,1.0185,0.981836,Lats
